trophospecies_id,sp_name,guild,n_lumped
126,Xantholinus sp. (juv),Coleoptera,1
127,Helicodonta obvoluta,Gastropoda,1
128,Discus rotundatus juv,Gastropoda,1
129,Cochlodina laminata,Gastropoda,1
130,Cantharidae spec,Coleoptera,1
131,Staphylinidae spec,Coleoptera,1
132,Elateridae spec,Coleoptera,1
133,Coleoptera spec,Coleoptera,1
134,Crychus caraboides,Coleoptera,1
135,Cylisticus spec;Philoscia muscorum,Isopoda,2
136,Trichoniscus spec,Isopoda,1
137,Trachelipus ratzeburgii,Isopoda,1
139,Porcellio conspersum,Isopoda,1
140,Glomeris spec,Diplopoda,1
141,Chilopoda spec,Chilopoda,1
142,Ceratinella brevis,Araneae,1
143,Agelenidae spec juv,Araneae,1
144,Harpactea lepida (juv),Araneae,1
145,Harpactea lepida (ad),Araneae,1
146,Euophrys frontalis,Araneae,1
147,Theridiidae juv spec,Araneae,1
148,Walckenaeria cuspidata,Araneae,1
