sp_name,guild,guild_1,guild_2,sp_id,higher_taxon,certainty,habitat,animal,original_sp_id
Eumenidae (gen. et sp. indet.),insectivore predator,insectivore,predator,492,Hymenoptera,3,1,1,493
Vespidae (gen. et sp. indet.),insectivore insectivore,insectivore,insectivore,493,Hymenoptera,3,1,1,494
Anthophoridae (gen. et sp. indet.),herbivore (SFF) herbivore (PO),herbivore (SFF),herbivore (PO),494,Hymenoptera,3,1,1,495
Megachilidae (gen. et sp. indet. and DT81),detritivore (PO) herbivore (PO),detritivore (PO),herbivore (PO),495,Hymenoptera,3,1,1,496
Apidae (Pygomelissa lutetia),detritivore (SFF) herbivore (SFF),detritivore (SFF),herbivore (SFF),496,Hymenoptera,3,1,1,497
Apidae (Protobombus messelensis),detritivore (SFF) herbivore (SFF),detritivore (SFF),herbivore (SFF),497,Hymenoptera,3,1,1,498
Apidae (Ecfeldapis electrapoides),herbivore herbivore (PO),herbivore,herbivore (PO),498,Hymenoptera,2,1,1,499
Limnephilidae (gen. et sp. indet.),detritivore herbivore (SFF),detritivore,herbivore (SFF),499,Trichoptera,2,3,1,500
Fam. indet. (larval cases),detritivore herbivore (SFF),detritivore,herbivore (SFF),500,Trichoptera,2,3,1,501
Micropterygidae (gen. et sp. indet.),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),501,Lepidoptera,2,1,1,502
Nepticulidae (gen. et sp. indet. 1 and DT41),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),502,Lepidoptera,3,1,1,503
Nepticulidae (gen. et sp. indet. 2 and DT44),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),503,Lepidoptera,3,1,1,504
Nepticulidae (gen. et sp. indet. 3 and DT171),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),504,Lepidoptera,3,1,1,505
Nepticulidae (gen et sp. indet. 4 and DT45),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),505,Lepidoptera,2,1,1,506
Nepticulidae (gen. et sp. indet. 5 and DT176,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),506,Lepidoptera,2,1,1,507
Nepticulidae: Stigmellites messelensis,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),507,Lepidoptera,3,1,1,508
Bucculatrigidae (Bucculatrix sp. and DT170,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),508,Lepidoptera,3,1,1,509
Gracillariidae (?Phyllonorycter sp. and DT208,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),509,Lepidoptera,3,1,1,510
Gracillariidae (gen. et sp. indet. 1 and DT164),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),510,Lepidoptera,3,1,1,511
Gracillariidae (gen. et sp. indet. 2 and DT210),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),511,Lepidoptera,2,1,1,512
Gracillariidae (gen. et sp. indet. 3 and DT152,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),512,Lepidoptera,2,1,1,513
Gracillariidae (gen. et sp. indet. 4 and DT222),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),513,Lepidoptera,3,1,1,514
Gracillariidae (gen. et sp. indet. 5 and DT37),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),514,Lepidoptera,3,1,1,515
Coleophoridae (cf. Homaledra and DT182,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),515,Lepidoptera,3,1,1,516
Coleophoridae (gen. et sp. indet. and DT224,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),516,Lepidoptera,3,1,1,517
Incurvariidae (gen. et sp. indet. 1 and DT38),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),517,Lepidoptera,3,1,1,518
Incurvariidae (gen. et sp. indet. 2 and DT223,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),518,Lepidoptera,3,1,1,519
Cosmopterygidae (gen. et sp. indet.),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),519,Lepidoptera,2,1,1,520
Geometridae (gen. et sp. indet. and DT22 and DT196,herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),520,Lepidoptera,3,1,1,521
Ditrysia (fam. indet. 1 and DT27),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),521,Lepidoptera,3,1,1,522
Ditrysia (fam. indet. 2 and DT16),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),522,Lepidoptera,3,1,1,523
Ditrysia (fam. indet. 3 and DT17),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),523,Lepidoptera,2,1,1,524
Ditrysia (fam. indet. 4 and DT14),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),524,Lepidoptera,1,1,1,525
Ditrysia (fam. indet. 5 and DT79),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),525,Lepidoptera,3,1,1,526
Ditrysia (fam. indet. 6 and DT142,herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),526,Lepidoptera,2,1,1,527
Ditrysia (fam. indet. 7 and DT202,herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),527,Lepidoptera,3,1,1,528
Ditrysia (fam. indet. 8 and DT201,herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),528,Lepidoptera,3,1,1,529
Ditrysia (fam. indet 9 and DT22),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),529,Lepidoptera,3,1,1,530
Ditrysia (fam. indet. 10 and DT61),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),530,Lepidoptera,2,1,1,531
Ditrysia (fam. indet. 11 and DT50),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),531,Lepidoptera,2,1,1,532
Ditrysia (fam. indet. 12 and DT19),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),532,Lepidoptera,3,1,1,533
Ditrysia (fam. indet. 13 and DT06),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),533,Lepidoptera,3,1,1,534
Ditrysia (fam. indet. 14 and DT26),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),534,Lepidoptera,2,1,1,535
Ditrysia (fam. indet. 15 and DT05),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),535,Lepidoptera,1,1,1,536
Ditrysia (fam. indet. 16 and DT13),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),536,Lepidoptera,1,1,1,537
Papilionoidea (fam. indet.),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),537,Lepidoptera,3,1,1,538
(order indet. 1 and DT87),herbivore (GA) ─,herbivore (GA),─,538,Insecta,1,1,1,539
(order indet. 2 and DT55),herbivore (GA) ─,herbivore (GA),─,539,Insecta,1,1,1,540
(order indet. 3 and DT01),herbivore (EFF) ─,herbivore (EFF),─,540,Insecta,1,1,1,541
(order indet. 4 and DT02),herbivore (EFF) insectivore,herbivore (EFF),insectivore,541,Insecta,1,1,1,542
(order indet. 5 and DT12),herbivore (EFF) insectivore,herbivore (EFF),insectivore,542,Insecta,1,1,1,543
(order indet. 6 and DT14),herbivore (EFF) ─,herbivore (EFF),─,543,Insecta,1,1,1,544
(order indet. 7 and DT13),herbivore (EFF) insectivore,herbivore (EFF),insectivore,544,Insecta,1,1,1,545
(order indet. 8 and DT15),herbivore (EFF) ─,herbivore (EFF),─,545,Insecta,1,1,1,546
(order indet. 9 and DT03),herbivore (EFF) ─,herbivore (EFF),─,546,Insecta,1,1,1,547
(order indet. 10 and DT04),herbivore (EFF) insectivore,herbivore (EFF),insectivore,547,Insecta,1,1,1,548
Eriophyidae (gen. et sp. indet. 1 and DT147),herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),548,Acari,3,1,1,549
Eriophyidae (gen. et sp. indet. 2 and DT189),herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),549,Acari,2,1,1,550
Eriophyidae (gen. et sp. indet. 3 and DT32),herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),550,Acari,2,1,1,551
Eriophyidae (gen. et sp. indet. 4 and DT62),herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),551,Acari,3,1,1,552
Eriophyidae (gen. et sp. indet. 5 and DT11),herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),552,Acari,3,1,1,553
Eriophyidae (gen. et sp. indet. 6 and DT150,herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),553,Acari,3,1,1,554
Eriophyidae (gen. et sp. indet. 7 and DT120),herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),554,Acari,3,1,1,555
Phalangiida (fam. indet.),detritivore detritivore,detritivore,detritivore,555,Phalangiida,3,1,1,556
Araneidae (cf. Singa),predator predator,predator,predator,556,Araneida,3,1,1,557
Lepisosteidae (Atractosteus kinkelini),piscivore ,piscivore,,557,Lepisosteiformes,3,2,1,558
Lepisosteidae (Masillosteus kelleri),predator ,predator,,558,Lepisosteiformes,3,2,1,559
Amiidae (Cyclurus kehreri),piscivore predator,piscivore,predator,559,Amiiformes,3,2,1,560
Thaumaturidae (Thaumaturus intermedius),omnivore predator,omnivore,predator,560,Clupeocephala,3,2,1,561
Anguillidae (Anguilla ignota),insectivore ,insectivore,,561,Angulliformes,3,2,1,562
Moronidae (Palaeoperca proxima),insectivore ,insectivore,,562,Perciformes,3,2,1,563
Moronidae (Rhenanoperca minuta),insectivore ,insectivore,,563,Perciformes,3,2,1,564
Percichthyidae (Amphiperca multiformis),piscivore ,piscivore,,564,Perciformes,3,2,1,565
Pelobatidae (Eopelobates wagneri),predator ,predator,,565,Anura,3,3,1,566
Palaeobatrachidae (Messelobatrachus tobieni),insectivore ,insectivore,,566,Anura,3,3,1,567
Fam. indet. (Lutetiobatrachus gracilis),insectivore ,insectivore,,567,Anura,3,3,1,568
Xenopidae (gen. et sp. indet.),predator ,predator,,568,Anura,3,2,1,569
Salamandridae (Chelotriton robustus),insectivore ,insectivore,,569,Urodela,3,3,1,570
Cf. Iguanidae (gen. et sp. indet.),herbivore ,herbivore,,570,Lacertilia,3,1,1,571
Iguanidae (Geiseltaliellus longicaudus),omnivore ,omnivore,,571,Lacertilia,3,1,1,572
Fam. Indet. 'small species',predator ,predator,,572,Lacertilia,3,1,1,573
Scincidae (aff. Scincomorpha sp.),insectivore ,insectivore,,573,Lacertilia,3,1,1,574
Scincidae (gen. et sp. indet.),herbivore ,herbivore,,574,Lacertilia,3,1,1,575
Anguidae (Xestops abderhaldeni),molluscivore insectivore,molluscivore,insectivore,575,Lacertilia,3,1,1,576
Anguidae (Ophisauriscus quadrupes),insectivore molluscivore,insectivore,molluscivore,576,Lacertilia,3,1,1,577
Necrosauridae (Genus A),predator ,predator,,577,Lacertilia,3,1,1,578
Necrosauridae ('Saniwa' feisti),predator ,predator,,578,Lacertilia,3,1,1,579
Necrosauridae (Genus C),predator ,predator,,579,Lacertilia,3,1,1,580
Lacertidae (Eolacerta robusta),insectivore ,insectivore,,580,Lacertilia,3,1,1,581
Boidae (Palaeopython fischeri),predator ,predator,,581,Serpentes,3,1,1,582
Boidae (Paleryx nov. sp.),predator ,predator,,582,Serpentes,3,1,1,583
Boidae (Messelophis ermannorum),predator ,predator,,583,Serpentes,3,1,1,584
Boidae (Messelophis variatus),predator ,predator,,584,Serpentes,3,1,1,585
Aniliidae (gen. et sp. 1 nov.),predator ,predator,,585,Serpentes,3,1,1,586
Aniliidae (gen. et sp. 2 nov.),predator ,predator,,586,Lacertilia,3,1,1,587
Fam. indet. (?Juvemys sp.),piscivore ,piscivore,,587,Testudines,2,2,1,588
Fam. indet. (Francellia messeliana),predator ,predator,,588,Testudines,3,2,1,589
Fam. indet. (Euroemys kehreri),predator ,predator,,589,Testudines,3,2,1,590
Emydidae (Allaeochelys gracilis),omnivore ,omnivore,,590,Testudines,3,2,1,591
Carettochelyidae (Allaeochelys crassesculptata),omnivore ,omnivore,,591,Testudines,3,2,1,592
Trionychidae ('Trionyx' messelianus),predator ,predator,,592,Testudines,3,2,1,593
Leidyosuchidae (Diplocynodon darwini),piscivore ,piscivore,,593,Crocodylia,3,3,1,594
Leidyosuchidae (Diplocynodon ebertsi),piscivore ,piscivore,,594,Crocodylia,3,3,1,595
Leidyosuchidae (Baryphracta deponiae),predator ,predator,,595,Crocodylia,3,3,1,596
Crocodylidae (Asiatosuchus germanicus),predator ,predator,,596,Crocodylia,3,3,1,597
Alligatoridae (Allognathosuchus haupti),predator molluscivore,predator,molluscivore,597,Crocodylia,3,3,1,598
Pristichampsidae (Pristichampsus rollinati),piscivore ,piscivore,,598,Crocodylia,3,3,1,599
Bergisuchidae (Bergisuchus dietrichbergi),predator ,predator,,599,Crocodylia,3,1,1,600
Tomastomidae (gen. et sp. indet),piscivore ,piscivore,,600,Crocodylia,3,3,1,601
Palaeotididae (Palaeotis weigelti),herbivore ,herbivore,,601,Palaeognathae,3,1,1,602
Gallinuloididae (Paraortygoides messelensis),herbivore ,herbivore,,602,Galliformes,3,1,1,603
Gastornithidae (Gastornis geiselensis),predator ,predator,,603,Anseriformes,3,1,1,604
Phoenicopteridae (Juncitarsus merkeli),insectivore ,insectivore,,604,Phoenicopteriformes,3,1,1,605
Sulidae (Masillastega rectirostris),piscivore ,piscivore,,605,Pelecaniformes,3,3,1,606
Threskiornithidae (Rhynchaeitites messelensis),piscivore insectivore,piscivore,insectivore,606,Ciconiiformes,3,1,1,607
?Phorusrhacidae (Aenigmavis sapea),predator ,predator,,607,Gruiformes',3,1,1,608
Idiornithidae (Idiornis tuberculata),predator ,predator,,608,Gruiformes',3,1,1,609
Idiornithidae (Idiornis cf. itardiensis),predator ,predator,,609,Gruiformes',3,3,1,610
Messelornithidae (Messelornis cristata),omnivore ,omnivore,,610,Gruiformes',3,1,1,611
Salmilidae (Salmila robusta),omnivore ,omnivore,,611,Gruiformes',3,1,1,612
Fam. indet. (Pumiliornis tessellatus),insectivore ,insectivore,,612,Order Incertae Sedis A,3,1,1,613
Fam. indet. (gen. et sp. indet.),predator ,predator,,613,Charadriiformes,3,1,1,614
Accipitridae (Masillaraptor parvunguis),predator ,predator,,614,Falconiformes,3,1,1,615
Messelasturidae (Messelastur gratulator),predator ,predator,,615,?Falconiformes,3,1,1,616
Pseudasturidae (Pseudasturides macrocephalus),omnivore ,omnivore,,616,Psittaciformes,3,1,1,617
Pseudasturidae (Serudaptus pohli),insectivore ,insectivore,,617,Psittaciformes,3,1,1,618
Pseudasturidae (?Pseudastur sp.),omnivore ,omnivore,,618,Psittaciformes,3,1,1,619
Fam. indet. (Psittacopes lepidus),herbivore (SP) ,herbivore (SP),,619,Psittaciformes,3,1,1,620
Palaeoglaucidae (Palaeoglaux artophoron),insectivore ,insectivore,,620,Strigiformes,3,1,1,621
Sandcoleidae (Eoglaucidium pallas),herbivore (SP) ,herbivore (SP),,621,Coliiformes,3,1,1,622
Sandcoleidae (Eoglaucidium sp.),herbivore (SP) ,herbivore (SP),,622,Coliiformes,3,1,1,623
Sandcoleidae (cf. Anneavis sp.),omnivore ,omnivore,,623,Coliiformes,3,1,1,624
?Sandcoleidae (Chasacocoliius cacicirostris),insectivore ,insectivore,,624,Coliiformes,3,1,1,625
Coliidae (Masillacolius brevidactylus),omnivore ,omnivore,,625,Coliiformes,3,1,1,626
Fluvioviridavidae (Fluvioviridavis platyrhamphus),insectivore ,insectivore,,626,Order Incertae Sedis B,3,1,1,628
Fluvioviridavidae (Eurofluvioviridavis robustipes),insectivore ,insectivore,,627,Order Incertae Sedis B,3,1,1,629
Podargidae (Masillapodargus longipes),insectivore ,insectivore,,628,Order Incertae Sedis C,3,1,1,630
Apodidae (Scaniacypselus szarskii),insectivore ,insectivore,,629,Cypselomorphae,3,1,1,631
Nyctibiidae (Paraprefica kelleri),insectivore ,insectivore,,630,Cypselomorphae,3,1,1,632
Nyctibiidae (Paraprefica major),insectivore ,insectivore,,631,Cypselomorphae,3,1,1,633
Archaeotrogonidae (Hassiavis laticauda),insectivore ,insectivore,,632,Cypselomorphae,3,1,1,634
Apodidae (gen. et sp. indet.),insectivore ,insectivore,,633,Cypselomorphae,2,1,1,635
Cypselomorphidae (Protocypselomorphus manfredkelleri),insectivore ,insectivore,,634,Cypselomorphae,3,1,1,636
Cf. Jungornithidae (cf. Argornis sp.),herbivore (SFF) ,herbivore (SFF),,635,Cypselomorphae,3,1,1,637
?Leptosomidae (Plesiocathartes kelleri),insectivore ,insectivore,,636,Order Incertae Sedis D,3,1,1,638
Eocoraciidae (Eocoracias brachyptera),omnivore ,omnivore,,637,Coraciiformes,3,1,1,639
Atelornithidae (gen. et sp. indet.),predator ,predator,,638,Coraciiformes,3,1,1,640
Fam. Indet. (Quasisyndactylus longibrachis),piscivore ,piscivore,,639,Alcediiformes,3,3,1,641
Messelirrisoridae (Messelirrisor parvus),insectivore ,insectivore,,640,Upupiformes,3,1,1,642
Messelirrisoridae (Messelirrisor halcyrostris),insectivore ,insectivore,,641,Upupiformes,3,1,1,643
Messelirrisoridae (Messelirrisor grandis),insectivore ,insectivore,,642,Upupiformes,3,1,1,644
Primobucconidae (?Primobucco sp.),insectivore ,insectivore,,643,Order Incertae Sedis E,3,1,1,645
Primoscenidae (Primozygodactylus danielsi),insectivore herbivore (SP),insectivore,herbivore (SP),644,Piciformes,2,1,1,646
Primoscenidae (Primozygodactylus major),insectivore herbivore (SP),insectivore,herbivore (SP),645,Piciformes,2,1,1,647
Primoscenidae (Primozygodactylus ballmanni),omnivore ,omnivore,,646,Piciformes,3,1,1,648
Gracilitarsidae (Gracilitarsus mirabilis),herbivore (SFF) ,herbivore (SFF),,647,Order Incertae Sedis F,3,1,1,649
Trogonidae (?Primotrogon pumilio),insectivore ,insectivore,,648,Trogoniformes,3,1,1,650
Trogonidae (Primotrogon wintersteini),insectivore ,insectivore,,649,Trogoniformes,3,1,1,651
Fam. Indet. Palaeopsittacus cf. georgei,insectivore ,insectivore,,650,?Caprimugliformes,3,1,1,652
Trochilidae (Eurotrochilus inexpectatus),herbivore (SFF) ,herbivore (SFF),,651,Trochiliiformes,3,1,1,653
Trochilidae (Parargornis messelensis),insectivore ,insectivore,,652,Trochiliiformes,3,1,1,654
Herpetotheriidae (Amphiperatherium cf. maximum),omnivore ,omnivore,,653,Metatheria,3,1,1,655
Herpetotheriidae (Amphiperatherium goethei),omnivore ,omnivore,,654,Metatheria,3,1,1,656
Herpetotheriidae (Amphiperatherium or Peratherium),omnivore ,omnivore,,655,Metatheria,3,1,1,657
?Peradectidae ('Peradectes' sp.),omnivore ,omnivore,,656,Metatheria,3,1,1,658
Pantolestidae (Buxolestes minor),piscivore ,piscivore,,657,Proteutheria,3,1,1,659
Pantolestidae (Buxolestes piscator),piscivore herbivore (SP),piscivore,herbivore (SP),658,Proteutheria,3,1,1,660
Paroxyclaenidae ('Paroxyclaenus' sp.),herbivore ,herbivore,,659,Proteutheria,3,1,1,661
Paroxyclaenidae (Kopidodon macrognathus),herbivore (SP) herbivore (EFF),herbivore (SP),herbivore (EFF),660,Proteutheria,3,1,1,662
Pseudorhynchocyonidae (Lepticidium nasutum),predator ,predator,,661,Proteutheria,3,1,1,663
Pseudorhynchocyonidae (Lepticidium auderiense),insectivore ,insectivore,,662,Proteutheria,3,1,1,664
Pseudorhynchocyonidae (Lepticidium tobieni),predator insectivore,predator,insectivore,663,Proteutheria,3,1,1,665
Apatemyidae (Heterohyus nanus),insectivore ,insectivore,,664,Proteutheria,3,1,1,666
Myrmecophagidae (Eurotamandua joresi),insectivore herbivore,insectivore,herbivore,665,Xenarthra,3,1,1,667
Amphilemuridae (Macrocranion tupaidon),omnivore ,omnivore,,666,Lipotyphla,3,1,1,668
Amphilemuridae (Macrocranion tenerum),insectivore ,insectivore,,667,Lipotyphla,3,1,1,669
Amphilemuridae (Pholidocercus hassiacus),insectivore ,insectivore,,668,Lipotyphla,3,1,1,670
Archaeonycterididae (Archaeonyceris trigonodon),insectivore ,insectivore,,669,Chiroptera,3,1,1,671
Archaeonycterididae (Archaeonyceris pollex),insectivore ,insectivore,,670,Chiroptera,3,1,1,672
Palaeochiropterygidae (Palaeochiropteryx tupaiodon),insectivore ,insectivore,,671,Chiroptera,3,1,1,673
Palaeochiropterygidae (Palaeochiropteryx spiegeli),insectivore ,insectivore,,672,Chiroptera,3,1,1,674
Hassianycterididae (Hassianycteris messelensis),insectivore ,insectivore,,673,Chiroptera,3,1,1,675
Hassianycterididae (?Hassianycteris revilliodi),insectivore ,insectivore,,674,Chiroptera,3,1,1,676
Hassianycterididae (Hassianycteris magna),insectivore ,insectivore,,675,Chiroptera,3,1,1,677
Emballonuridae (Tachypteron franzeni),insectivore ,insectivore,,676,Chiroptera,3,1,1,678
Hyaenodontidae (Lesmesodon behnkeae),omnivore ,omnivore,,677,Creodonta,3,1,1,679
Hyaenodontidae (Lesmesodon edingeri),predator ,predator,,678,Creodonta,3,1,1,680
Manidae (Eomanis krebsi),insectivore ,insectivore,,679,Pholidota,3,1,1,681
Manidae (Eomanis waldi),herbivore (EFF) ,herbivore (EFF),,680,Pholidota,3,1,1,682
Miacidae (Parodectes feisti),predator ,predator,,681,Carnivora,3,1,1,683
Miacidae (Messelogale kessleri),predator ,predator,,682,Carnivora,3,1,1,684
Helaletidae (Hyrachus minimus),herbivore (EFF) ,herbivore (EFF),,683,Perissodactyla,3,1,1,685
Lophiodontidae (Lophiodon sp.),herbivore (EFF) ,herbivore (EFF),,684,Perissodactyla,3,1,1,686
Equidae (Propalaeotherium hassiacum),herbivore (SP) ,herbivore (SP),,685,Perissodactyla,3,1,1,687
Equidae (Propalaeotherium parvulum),herbivore (SP) herbivore (EFF),herbivore (SP),herbivore (EFF),686,Perissodactyla,3,1,1,688
Equidae (Hallensia matthesi),herbivore ,herbivore,,687,Perissodactyla,3,1,1,689
Dichobunidae (Messelobunodon schaeferi),fungivore herbivore (SP),fungivore,herbivore (SP),688,Artiodactyla,3,1,1,690
Haplobunodontidae (Masillabune martini),herbivore (EFF) ,herbivore (EFF),,689,Artiodactyla,3,1,1,691
Diacodexeidae (Aumelasia cf. gabineaudi),herbivore (SP) ,herbivore (SP),,690,Artiodactyla,3,1,1,692
Notharctidae (Europolemur kelleri),predator ,predator,,691,Primates,3,1,1,693
Notharctidae (Godinotia neglecta),omnivore ,omnivore,,692,Primates,3,1,1,694
Notharctidae (Europolemur koenigswaldi),omnivore ,omnivore,,693,Primates,3,1,1,695
Gliridae (Eogliravus wildi),herbivore (SP) ,herbivore (SP),,694,Rodentia,3,1,1,696
Ischyromyidae (Ailuravus macrurus),herbivore (EFF) herbivore (SP),herbivore (EFF),herbivore (SP),695,Rodentia,3,1,1,697
Ischyromyridae (Hartenbergeromys parvus),insectivore ,insectivore,,696,Rodentia,3,1,1,698
Ischyromyridae (Masillamys beegeri),insectivore ,insectivore,,697,Rodentia,3,1,1,699
Gen. et sp. indet.,omnivore ,omnivore,,698,Rodentia,3,1,1,700
